Music,Slow songs or fast songs,Movies,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Age,Number of siblings,Gender,Left - right handed,Only child
5,4,4,3,4,2,2,2,3,2,1,4,5,2,4,2,3,1,2,3,2,4,5,5,1,2,5,3,2,2,4,4,4,5,3,3,2,2,2,5,3,2,1,5,2,4,2,2,4,3,3,2,3,4,3,5,3,2,2,3,2,3,3,1,4,3,1,3,3,4,3,3,1,3,4,3,4,4,4,3,3,4,4,4,5,3,3,4,3,3,3,4,5,3,4,3,2,5,3,3,21,1,female,right handed,no
5,3,5,3,4,5,1,1,5,3,4,1,,3,4,5,1,2,3,1,2,5,1,5,3,5,2,1,2,2,1,2,5,1,3,3,2,2,4,4,4,1,1,4,3,3,5,4,3,2,4,5,4,4,1,5,4,2,1,3,2,1,5,4,5,3,3,4,3,2,3,4,3,5,4,1,3,2,1,3,4,1,2,4,3,3,3,3,5,3,3,5,4,3,3,3,4,4,4,2,20,0,male,right handed,yes
4,5,4,5,1,1,1,1,5,5,4,1,1,4,5,5,5,4,1,1,1,4,5,5,1,4,5,1,1,5,1,1,5,5,4,2,2,1,1,1,4,4,5,4,1,3,3,5,4,1,5,3,4,5,5,5,4,3,5,5,1,5,5,1,3,4,5,5,5,1,3,1,3,5,3,3,5,4,5,1,5,5,3,5,5,5,1,5,1,5,1,4,5,4,4,4,5,5,5,1,16,1,female,right handed,yes
5,3,4,3,4,2,3,5,3,5,3,3,1,3,3,4,2,3,5,3,1,5,5,1,1,5,5,1,1,3,5,5,5,5,5,1,3,1,1,1,2,1,5,2,1,3,3,3,3,5,5,1,4,4,2,5,3,2,2,2,2,5,5,1,4,3,5,5,5,2,3,3,2,1,4,2,4,3,4,2,3,3,3,3,3,3,1,5,3,3,1,5,5,3,4,3,3,5,3,2,22,1,male,right handed,yes
5,3,5,2,3,1,4,5,4,5,3,3,3,2,3,5,3,2,5,3,1,5,1,2,1,2,4,1,1,3,5,4,5,5,4,2,1,2,1,2,1,2,2,4,2,3,1,3,3,3,3,1,4,5,1,5,5,2,3,3,1,2,5,1,5,1,4,5,4,3,4,4,4,1,3,2,3,3,5,4,3,3,4,4,5,2,2,1,3,4,3,4,4,4,4,5,3,3,4,4,19,2,male,right handed,no
5,1,4,1,1,5,1,1,4,3,1,1,1,5,5,5,1,5,3,3,3,5,5,5,5,1,1,3,5,5,5,2,4,1,1,5,5,1,3,5,5,5,1,5,1,4,3,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,5,1,1,1,3,1,5,1,3,5,1,5,3,1,3,1,5,5,5,5,1,1,5,5,1,1,5,5,1,5,5,1,3,5,1,5,4,3,22,1,female,right handed,yes
5,4,4,2,1,4,5,3,5,5,2,1,1,3,2,3,2,1,4,2,1,2,2,1,1,5,5,3,3,2,4,3,5,5,4,1,1,1,1,1,1,1,2,2,3,3,3,3,1,3,3,1,4,4,2,3,3,3,3,2,5,4,4,1,3,3,2,3,3,3,4,3,3,3,3,1,3,3,4,2,3,3,3,3,2,4,2,3,4,3,1,4,5,5,3,3,3,4,3,2,20,0,male,right handed,yes
5,3,5,3,2,1,1,1,4,3,1,1,1,2,2,3,1,3,3,2,2,4,1,5,2,2,1,1,3,3,2,3,4,1,2,2,3,3,3,4,4,4,3,5,1,2,3,2,3,2,2,2,4,4,3,4,2,3,2,3,2,3,3,1,3,2,3,2,4,3,3,3,2,4,3,1,3,3,5,2,3,3,2,1,4,3,1,4,4,3,3,3,3,3,3,2,4,3,3,1,22,0,male,right handed,yes
5,4,5,3,4,3,4,1,5,4,2,1,1,1,2,4,1,1,3,4,4,5,1,2,1,5,1,3,3,5,2,4,5,3,1,1,1,3,1,2,1,1,1,3,3,3,2,1,1,1,1,1,2,5,5,3,5,4,5,1,5,5,5,1,3,1,1,4,3,3,5,1,5,3,4,1,3,1,5,5,1,4,3,5,1,4,1,4,4,5,1,3,2,5,2,1,5,1,2,4,19,1,male,right handed,no
5,5,5,5,3,1,1,2,5,5,3,3,1,1,3,5,3,3,5,3,3,5,5,,3,5,5,3,1,5,1,1,5,5,5,5,5,5,5,5,1,1,5,1,3,3,5,5,5,4,5,5,5,5,3,5,5,1,3,5,5,2,5,1,5,3,5,5,5,3,2,5,1,5,5,4,5,1,3,2,5,3,3,1,5,1,2,5,5,3,5,3,4,3,5,5,5,5,5,5,22,2,male,right handed,no
5,3,5,4,5,3,2,4,5,3,4,5,5,4,5,5,5,5,3,4,2,3,5,1,4,1,5,1,5,5,5,,5,4,2,3,2,1,3,1,3,4,4,5,4,5,4,2,4,3,5,3,5,4,3,5,3,1,2,1,2,2,5,2,3,2,3,3,3,1,5,5,3,3,3,1,4,1,5,2,4,3,2,3,4,5,3,4,4,1,3,4,5,1,4,1,1,5,4,2,17,1,female,right handed,no
5,4,4,3,4,3,1,2,3,1,1,5,5,5,2,4,5,1,1,2,3,4,4,1,1,3,5,1,3,4,2,2,5,1,5,2,1,5,2,2,1,1,3,2,3,3,2,2,1,3,4,5,4,5,3,3,3,1,1,3,1,3,4,1,4,1,3,4,3,4,5,4,1,5,4,2,4,2,4,4,5,4,3,3,2,5,4,4,4,5,3,3,5,1,3,4,2,4,4,4,18,1,female,right handed,no
5,4,4,4,2,2,2,2,4,3,2,1,2,1,3,4,2,3,3,5,1,3,1,1,1,3,5,5,1,2,2,1,5,4,2,1,1,1,2,1,3,1,5,2,4,3,2,1,1,2,3,2,2,4,1,3,3,2,5,2,5,4,3,3,4,2,2,3,3,2,5,5,4,3,3,1,3,2,3,4,2,4,3,3,4,2,5,5,2,5,2,4,3,4,3,1,5,4,3,3,19,1,male,right handed,no
5,3,5,4,3,3,3,2,5,3,2,2,2,3,3,5,3,3,2,3,3,4,4,1,1,4,4,3,3,5,3,3,5,3,3,4,2,5,2,5,5,4,3,4,1,3,3,3,3,3,2,1,2,3,3,3,3,2,2,2,1,3,5,5,5,3,3,4,2,3,5,4,2,4,4,4,3,3,4,3,5,4,3,1,4,3,4,4,2,3,5,4,4,2,4,3,1,4,3,3,23,1,female,right handed,no
5,3,5,3,4,1,1,1,5,2,1,4,4,2,1,3,4,3,2,3,3,4,3,5,3,3,1,1,4,5,3,3,5,2,4,3,4,5,1,1,1,3,2,4,5,3,3,2,1,2,3,5,3,4,3,5,5,1,5,3,1,5,3,3,5,3,5,5,4,4,4,3,5,5,3,1,3,1,4,5,4,4,3,1,4,4,4,3,4,4,4,3,4,1,3,2,4,3,3,3,20,0,female,right handed,yes
5,3,5,2,3,4,1,1,4,2,3,2,1,3,4,4,2,3,2,2,2,4,3,1,1,3,4,1,2,4,3,4,5,4,5,1,1,1,3,2,3,1,3,1,2,3,4,3,2,2,3,1,4,3,5,3,2,1,5,3,3,3,3,1,3,1,2,2,5,1,5,4,3,2,4,1,4,2,2,3,4,4,3,2,3,4,5,4,3,1,3,4,4,4,3,5,5,3,3,2,18,2,female,right handed,no
5,3,5,2,1,2,,4,4,5,1,1,1,1,5,,1,1,3,1,3,4,2,1,3,5,5,1,1,3,4,1,5,3,4,1,1,1,2,1,1,1,3,3,4,1,3,1,3,3,3,3,2,5,1,3,4,1,2,3,1,3,5,3,4,2,5,4,3,3,5,4,3,3,4,3,1,3,4,2,4,4,3,2,3,3,4,4,3,4,3,4,4,1,2,3,2,5,3,4,19,3,male,left handed,no
5,3,5,3,4,1,3,2,5,2,1,5,4,3,4,3,5,1,1,3,3,5,2,1,1,5,1,1,5,3,1,4,5,5,5,1,2,3,2,2,1,1,3,2,5,2,3,3,2,3,4,3,4,5,1,4,4,2,3,3,5,5,4,2,4,1,1,5,3,3,4,3,4,5,3,1,2,1,3,3,2,3,1,4,3,2,2,4,4,4,3,3,2,3,3,3,3,3,4,5,19,4,female,right handed,no
3,4,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,5,4,3,3,2,5,3,2,4,3,4,,4,4,4,2,2,3,1,1,1,3,3,2,3,3,3,3,3,3,3,3,3,3,,3,3,2,3,4,3,3,,3,2,4,5,5,4,3,3,3,5,3,3,4,3,3,3,4,4,3,4,3,4,3,4,3,3,3,3,3,3,3,3,4,4,3,3,28,2,female,right handed,no
5,4,5,4,3,3,5,5,5,4,2,4,5,2,4,2,5,3,4,3,2,4,2,4,1,5,5,3,2,1,5,3,5,,5,1,1,1,2,1,2,2,4,3,2,3,3,2,4,3,4,1,4,5,1,4,4,2,3,2,4,4,4,2,2,3,4,3,2,2,5,4,3,4,3,3,4,4,4,2,4,3,4,4,4,4,3,4,4,1,1,5,5,3,4,4,1,5,4,3,21,1,male,right handed,no
4,5,4,2,2,3,5,5,5,4,4,2,2,3,4,4,2,3,2,4,3,4,4,4,3,4,5,2,2,3,3,4,3,4,5,1,1,1,2,3,3,3,2,3,3,3,2,3,4,3,4,1,4,4,2,2,3,1,5,3,4,4,1,1,5,5,3,1,4,1,5,3,2,5,3,1,4,2,4,5,5,3,2,1,3,5,5,5,5,3,2,5,5,5,4,5,1,5,3,3,23,1,female,left handed,yes
5,4,5,2,3,2,5,5,5,4,2,1,1,1,2,3,3,3,5,1,3,2,1,1,1,5,5,1,1,1,5,1,5,4,1,1,2,1,3,1,3,1,1,4,3,5,1,1,1,1,3,3,5,4,3,2,4,2,1,5,5,3,4,1,2,4,5,5,5,4,5,5,4,4,3,1,1,3,5,2,1,1,3,3,5,3,1,1,3,3,1,2,1,4,2,2,2,5,3,1,20,2,male,right handed,no
5,2,4,5,3,5,1,1,5,2,2,3,1,1,3,4,2,5,2,1,1,1,1,1,1,5,1,1,2,2,2,1,4,1,3,1,1,2,2,1,1,1,3,1,3,2,5,3,3,2,5,2,4,5,2,5,4,2,1,4,5,4,4,1,5,2,2,2,5,3,1,3,4,1,3,3,3,2,3,4,4,2,2,4,3,2,2,2,4,3,3,4,2,4,4,3,3,2,3,4,20,1,male,right handed,no
5,3,4,5,5,2,3,4,5,2,4,3,3,2,4,4,4,3,1,3,5,4,5,2,1,1,1,1,2,2,4,3,3,4,2,1,2,3,3,3,1,2,2,4,2,1,4,4,5,5,2,4,4,3,5,5,2,1,1,2,3,3,4,4,5,1,1,5,4,3,5,2,1,4,3,3,3,3,5,4,2,3,4,1,3,4,3,1,2,3,3,4,4,1,3,3,5,3,2,2,28,2,female,right handed,no
5,4,5,5,5,5,3,4,5,5,5,2,2,1,5,4,1,2,3,4,4,5,2,1,2,5,3,2,1,2,4,1,5,3,1,1,1,1,3,2,5,1,1,1,2,2,3,1,1,5,5,5,3,3,2,5,2,1,1,4,4,5,5,1,5,1,2,5,4,4,2,3,1,3,3,2,3,4,5,3,1,4,4,5,5,5,1,4,2,3,2,5,3,3,3,3,4,5,1,3,22,1,male,right handed,no
5,3,5,5,3,3,1,1,5,2,3,1,1,4,4,5,1,2,1,3,1,4,5,2,3,5,3,2,3,5,3,5,5,3,1,4,1,1,2,2,2,1,4,1,1,4,3,2,3,3,2,1,3,5,5,5,4,3,2,3,5,3,5,1,5,2,2,5,5,2,5,3,5,2,3,1,3,4,4,2,5,5,3,4,4,3,3,3,2,5,4,3,4,3,3,2,5,5,4,3,19,0,female,right handed,yes
5,3,5,3,4,2,3,2,5,4,3,3,2,4,3,5,2,2,3,2,2,4,2,2,2,5,5,1,1,3,4,4,5,5,1,1,1,1,2,1,1,1,2,2,1,4,3,1,2,4,3,2,4,4,4,2,4,2,4,4,5,3,4,1,4,1,3,5,3,4,3,4,4,5,3,3,2,2,4,2,4,3,3,5,3,3,2,4,3,3,2,3,5,2,4,3,4,4,3,2,21,3,male,right handed,no
5,3,5,3,3,2,1,1,3,2,3,1,1,4,2,3,3,1,1,1,1,4,2,2,1,3,1,1,2,4,4,4,3,2,5,3,2,2,4,5,5,5,3,5,4,3,4,2,4,2,3,2,4,3,4,4,3,1,1,5,2,5,4,1,4,1,3,5,4,4,5,3,3,3,4,2,2,4,3,5,4,4,3,4,5,3,4,3,3,3,3,3,3,2,3,4,5,2,3,2,21,1,female,right handed,no
5,1,5,3,5,4,3,2,5,1,5,3,2,1,3,4,2,1,5,3,5,5,3,3,4,4,4,3,3,5,5,2,5,5,5,1,1,3,1,1,3,1,1,1,1,1,5,2,1,1,1,5,5,5,1,5,3,5,2,3,1,1,5,1,5,5,5,5,5,3,5,5,1,5,5,3,5,5,5,2,5,5,4,3,3,4,3,5,5,5,1,5,5,5,5,3,5,5,3,5,17,2,male,right handed,no
5,5,5,3,5,3,1,1,5,2,1,1,1,1,2,5,1,5,5,2,2,1,1,3,1,5,5,1,5,5,1,2,5,5,5,1,2,5,1,5,3,3,5,1,1,3,5,3,3,1,2,5,2,3,5,3,5,2,5,2,3,1,5,2,5,2,2,5,3,1,5,4,5,4,3,1,5,1,4,2,5,5,4,3,1,3,5,5,3,3,3,4,5,5,3,1,5,5,3,1,19,1,female,right handed,no
5,3,5,4,5,5,2,4,5,3,3,2,2,1,5,5,3,3,4,2,3,5,1,4,1,5,4,1,1,3,5,5,5,5,1,3,1,3,2,2,3,1,5,3,3,3,5,3,5,4,4,5,3,3,1,3,4,3,3,4,5,2,3,2,4,1,2,4,3,2,5,4,3,5,3,2,4,4,1,2,4,2,3,3,5,3,4,4,5,3,1,3,4,3,4,4,5,5,3,2,25,3,male,right handed,no
5,3,5,4,2,2,1,1,4,4,2,5,5,2,4,2,5,3,2,2,3,3,1,1,1,3,1,2,3,4,2,2,5,2,5,4,3,3,3,5,5,5,2,5,2,3,3,4,2,3,2,1,3,3,2,5,3,1,1,4,2,4,2,1,3,1,4,5,5,1,5,5,3,5,3,2,5,3,2,3,4,4,4,4,5,4,5,3,4,5,5,4,4,2,3,3,4,4,3,3,20,1,female,right handed,no
5,3,5,5,4,5,1,5,5,5,2,4,4,2,4,4,5,5,3,4,2,1,1,5,4,3,4,2,3,5,5,4,3,4,1,1,2,2,4,4,5,5,4,4,1,3,5,1,3,3,5,4,5,4,4,2,3,3,5,4,5,5,5,3,4,1,2,5,4,5,3,4,2,4,2,4,1,2,2,3,3,3,3,3,5,5,4,4,2,2,1,4,2,3,3,2,2,3,3,2,26,2,male,right handed,no
5,3,5,3,4,3,3,5,5,5,1,5,3,4,1,2,5,1,5,4,4,5,1,5,4,5,3,3,3,4,5,5,5,5,5,3,3,3,3,3,5,,4,3,3,4,2,2,3,3,3,3,5,4,3,4,3,2,2,5,5,4,5,3,5,2,3,5,4,3,3,4,4,4,3,3,5,2,3,3,3,4,3,2,4,3,4,5,3,4,3,4,3,3,3,2,4,3,3,3,21,0,male,right handed,yes
5,4,5,2,2,2,1,1,4,3,2,5,5,3,1,3,3,1,2,1,2,2,2,1,1,2,1,2,3,5,3,2,5,3,3,1,2,1,1,3,4,3,1,2,2,4,2,2,3,2,3,3,3,3,2,5,4,2,4,3,2,4,5,3,5,3,4,4,4,1,5,5,2,5,4,2,5,2,3,2,5,5,3,4,4,3,3,4,4,3,5,5,4,3,3,3,4,3,4,3,20,2,female,right handed,no
5,3,5,4,4,4,2,2,5,5,4,1,1,2,3,4,2,2,4,4,3,4,4,5,2,4,5,2,4,4,4,4,5,3,2,2,2,4,5,4,4,4,2,3,4,4,4,4,4,4,4,2,5,5,3,3,4,2,3,4,5,4,4,2,4,1,4,3,4,3,4,3,2,2,3,2,4,3,3,3,3,3,3,3,3,5,2,4,4,3,2,4,4,4,4,2,4,5,3,2,29,1,,right handed,no
5,4,5,3,4,2,2,2,5,5,5,3,3,1,1,2,2,5,5,2,2,,1,1,1,2,1,1,1,3,3,4,4,2,2,4,3,2,4,4,5,3,1,4,1,4,3,3,4,5,4,3,4,5,5,3,4,2,5,3,5,2,4,1,4,1,4,4,4,3,4,2,2,4,4,1,4,2,3,4,4,3,4,4,4,3,5,4,2,2,1,4,4,3,4,4,4,4,4,3,25,1,male,right handed,no
5,4,5,3,1,2,1,1,3,1,1,5,5,3,3,2,5,1,2,3,1,3,1,1,1,1,3,3,1,4,5,4,5,4,5,1,1,1,4,1,1,2,4,5,3,4,3,3,4,5,3,5,3,5,3,1,2,2,1,3,5,2,2,1,1,3,1,5,5,5,1,2,4,4,3,3,5,3,4,4,4,4,3,3,4,4,4,4,4,1,1,2,4,4,3,5,3,2,4,1,21,2,male,right handed,yes
5,3,5,3,3,1,1,1,5,3,2,2,1,1,1,1,1,1,5,3,1,3,2,1,2,3,3,1,2,5,5,5,5,5,1,5,3,1,3,3,3,3,3,5,3,3,3,1,2,1,5,1,5,3,3,5,5,2,5,5,3,5,5,3,5,4,5,5,1,4,5,4,5,1,3,3,1,3,2,3,5,5,3,5,5,5,5,3,3,3,3,4,4,5,4,1,5,1,5,1,20,3,male,right handed,no
5,3,5,3,2,3,4,4,5,5,3,2,2,2,4,5,3,2,5,5,4,5,3,5,2,5,5,3,1,3,5,5,5,5,2,1,1,1,1,1,2,1,2,5,1,4,3,5,5,4,5,4,5,5,2,5,4,2,1,4,5,4,5,3,4,4,2,4,5,3,4,4,1,4,3,4,4,4,4,2,3,3,1,3,4,3,1,4,2,4,4,5,4,2,3,4,1,5,4,3,27,3,male,right handed,no
5,4,5,5,3,5,1,1,3,3,1,2,1,5,5,5,2,2,1,4,4,3,1,5,4,5,5,2,1,1,2,5,5,5,4,1,1,2,3,1,1,1,1,4,1,2,5,2,1,2,2,1,4,4,1,5,5,1,1,3,5,5,5,1,4,1,1,5,5,1,5,2,2,1,3,2,3,5,5,1,1,4,2,3,4,2,1,3,1,3,1,4,4,3,3,4,4,5,4,3,21,2,male,left handed,no
4,3,4,2,5,2,1,1,3,1,1,4,1,1,1,3,3,2,2,1,2,3,1,1,1,3,2,2,3,3,2,2,4,1,3,3,2,3,4,1,5,2,1,3,3,3,3,4,2,3,5,3,5,4,1,3,1,1,1,3,4,4,5,4,5,1,3,3,5,1,2,3,1,5,3,1,3,2,3,4,1,1,2,4,5,3,3,1,5,3,5,5,3,3,3,3,,2,4,4,20,1,female,right handed,no
5,4,4,2,4,2,1,1,3,1,5,2,1,1,3,4,3,1,1,2,1,2,3,1,1,2,1,3,2,4,3,1,3,1,2,3,3,5,2,2,5,5,5,1,1,4,3,4,5,4,5,4,5,5,1,5,3,2,2,2,5,3,5,1,5,1,5,5,5,3,2,4,1,3,4,2,3,2,2,3,4,2,3,3,5,5,3,4,3,4,2,4,4,2,4,4,2,5,3,3,,1,female,left handed,no
5,3,5,3,4,4,3,1,4,2,2,3,1,5,2,5,2,3,1,3,3,5,5,5,3,4,2,2,2,4,3,1,4,3,5,1,1,4,3,5,4,4,1,4,4,4,5,2,1,1,2,4,3,4,3,3,3,3,2,2,5,5,4,3,1,3,2,5,3,5,4,2,5,5,4,2,3,3,3,5,5,3,3,5,4,3,4,4,5,5,4,4,4,4,3,1,1,3,3,3,17,3,female,left handed,yes
5,4,3,4,3,1,3,1,3,2,2,3,2,3,2,4,1,1,1,2,5,5,1,5,1,5,3,3,4,3,2,1,5,1,1,4,3,5,4,5,4,3,2,5,4,3,2,3,3,2,3,3,3,3,1,5,3,2,2,2,1,3,3,3,4,1,5,5,3,2,5,4,4,5,4,2,4,3,3,3,3,2,3,3,4,3,3,3,3,4,4,4,4,4,3,3,2,5,4,2,16,,female,right handed,no
5,3,5,4,5,5,3,1,5,2,2,4,1,5,2,5,3,5,2,5,4,4,5,5,5,5,4,2,5,5,3,5,5,3,5,2,2,1,2,5,5,5,3,3,1,2,4,1,3,2,2,4,4,4,3,5,3,2,3,1,5,3,5,1,5,3,5,3,4,3,4,3,3,5,3,3,4,3,4,5,3,5,1,1,4,5,3,5,1,3,5,3,4,3,3,3,5,5,2,2,19,3,female,right handed,no
3,3,4,2,4,4,3,1,3,2,3,2,2,1,2,4,2,4,3,1,3,4,5,4,2,4,3,1,1,5,2,3,5,5,5,1,4,4,3,5,4,4,5,4,3,2,3,4,5,3,4,5,4,4,3,4,2,3,5,4,1,5,4,3,5,2,2,5,4,3,5,4,5,5,4,2,3,1,4,4,5,3,3,1,2,3,4,3,4,5,4,3,3,3,3,2,3,2,3,3,18,1,female,right handed,yes
4,3,4,2,5,3,5,3,4,4,4,3,2,2,3,3,3,3,5,3,4,5,4,3,2,4,5,2,3,3,4,2,4,3,3,3,2,2,3,2,3,2,2,3,3,4,2,4,4,3,4,4,5,4,3,3,3,2,2,3,4,3,4,2,4,2,3,4,3,3,4,3,3,5,4,3,2,3,3,3,4,4,3,4,5,4,2,3,4,3,2,4,4,1,4,4,3,4,3,3,19,0,male,right handed,yes
5,5,4,1,2,1,1,1,4,1,4,1,1,3,4,4,1,1,1,3,2,5,2,1,1,3,2,2,5,5,1,1,5,2,3,1,4,4,5,1,5,1,3,5,5,3,1,1,2,1,5,5,5,5,5,5,1,1,2,5,1,5,5,1,3,1,4,5,5,4,5,2,5,5,4,3,2,1,2,3,2,3,4,1,5,1,4,3,5,5,5,4,1,1,4,5,1,2,2,5,21,1,female,right handed,yes
5,3,5,2,1,1,1,1,3,2,4,1,1,2,2,4,1,1,1,1,1,4,2,1,2,4,4,1,3,5,1,1,5,2,2,2,1,1,2,5,5,5,4,5,4,3,2,2,4,2,4,3,3,5,3,5,3,2,2,4,1,3,4,1,5,2,5,4,5,2,5,5,5,3,3,1,4,3,3,3,3,4,2,2,4,3,2,4,4,4,3,3,4,1,3,3,5,4,4,4,16,0,female,right handed,yes
5,3,5,5,4,1,1,1,5,4,3,2,1,3,4,5,1,2,1,3,1,4,3,3,4,3,1,1,1,5,3,4,5,5,5,1,3,5,5,5,5,4,5,4,5,3,1,4,5,3,3,1,3,4,2,5,4,1,2,3,3,4,5,1,5,1,4,5,4,3,2,5,4,3,3,4,5,2,4,3,4,5,4,3,4,4,3,4,5,3,4,4,3,1,4,5,4,3,4,2,20,2,female,right handed,no
,2,3,3,3,2,2,2,4,2,2,3,2,4,2,4,2,2,2,5,3,4,2,1,4,2,3,1,2,4,2,5,5,1,4,2,2,2,3,5,5,5,2,3,2,3,3,3,4,3,4,1,4,4,1,5,3,2,1,5,2,3,4,2,5,3,4,5,5,2,2,2,1,5,3,3,4,3,3,5,4,2,2,3,4,4,4,4,2,5,4,5,3,2,3,3,4,4,4,1,19,2,female,right handed,no
5,3,5,1,1,1,1,1,5,2,2,1,1,1,5,2,1,1,2,1,1,4,2,1,1,3,2,1,4,3,1,3,5,1,2,1,3,3,2,1,5,3,5,4,3,2,3,2,5,2,2,4,4,3,1,5,3,1,3,1,2,4,2,1,3,1,5,5,5,5,5,5,5,3,3,2,5,3,1,4,3,1,1,1,3,4,4,3,5,3,5,3,4,1,3,5,4,3,3,3,20,1,female,right handed,yes
5,5,3,1,2,3,1,2,5,,5,5,5,4,2,4,5,5,5,5,4,5,5,5,5,1,5,5,2,2,2,3,,5,5,4,5,5,5,1,5,5,5,5,4,2,1,2,5,4,5,5,4,4,1,2,5,5,3,3,1,5,2,5,3,5,3,3,3,4,5,5,5,5,3,2,5,1,1,5,1,1,2,1,1,5,5,1,2,5,5,5,4,5,1,3,5,4,4,5,16,2,female,right handed,yes
5,3,4,4,4,4,2,3,4,4,2,3,1,3,5,4,2,2,2,3,4,5,2,3,2,5,5,3,2,2,3,4,4,2,3,3,1,2,2,2,1,1,3,2,3,4,4,3,5,4,4,4,5,5,3,5,3,1,4,5,5,5,4,1,5,3,3,5,5,3,2,4,2,5,4,4,3,3,2,4,3,5,3,1,5,3,4,4,3,5,2,4,4,3,3,5,2,3,4,2,20,1,male,right handed,no
5,5,5,3,1,2,1,3,5,5,3,2,2,1,4,3,1,2,5,2,1,5,3,3,1,5,5,2,3,3,2,3,5,5,3,3,3,1,1,1,3,1,1,3,3,3,2,1,3,3,3,3,4,4,3,3,3,3,2,3,4,2,3,1,3,1,3,3,4,3,5,1,5,5,3,3,5,3,5,3,3,3,2,3,3,4,2,3,1,3,1,3,4,1,4,1,5,3,3,3,18,0,male,right handed,yes
5,4,5,5,2,1,1,2,5,3,3,3,3,1,4,5,3,4,4,2,1,4,2,1,1,5,5,1,4,5,4,2,4,4,4,1,2,1,4,4,4,4,4,1,1,5,5,3,3,3,4,2,4,4,4,2,5,3,5,4,2,1,5,2,4,1,5,3,4,1,,3,1,1,5,1,5,4,5,2,5,4,1,3,3,4,1,5,4,1,1,5,5,5,5,1,5,5,4,1,20,1,male,left handed,no
5,5,5,3,1,5,2,2,3,3,5,1,1,1,1,5,1,1,4,1,1,1,1,1,1,3,5,1,1,3,5,1,5,5,3,1,1,1,1,5,5,5,1,2,1,3,5,4,3,2,3,2,2,5,5,3,2,1,2,5,1,1,2,1,2,1,2,5,3,2,5,3,3,3,3,1,4,1,4,3,4,4,2,3,2,5,3,5,5,1,2,4,5,3,3,4,2,5,4,1,20,2,male,right handed,no
5,3,5,1,3,1,2,1,5,5,2,3,,5,1,5,1,2,5,5,1,5,5,1,2,5,5,5,5,5,2,3,5,5,2,1,1,3,3,5,4,4,3,3,4,2,4,2,3,1,2,1,2,3,3,3,3,3,4,3,3,3,5,5,5,2,3,4,3,5,5,3,5,3,3,1,3,3,3,4,3,3,3,3,3,3,4,4,3,3,4,1,3,3,1,1,5,3,3,3,16,2,female,right handed,no
5,3,5,4,4,2,3,1,5,2,3,1,1,5,1,2,1,1,1,3,3,4,5,5,3,5,1,3,2,1,2,5,4,1,4,2,1,2,4,3,5,2,1,2,5,3,3,4,3,1,4,3,4,2,1,1,3,4,2,5,4,3,5,3,5,2,5,5,4,3,3,2,3,2,4,1,3,4,3,2,4,3,3,4,3,2,2,5,5,5,4,3,3,4,3,1,4,3,4,5,19,1,female,right handed,no
5,4,4,1,2,1,3,2,2,3,2,,2,1,1,2,2,1,4,2,1,3,2,3,1,4,4,1,2,3,2,2,4,5,2,2,2,2,3,1,3,2,4,4,2,2,3,2,2,2,2,1,2,4,4,3,2,3,4,2,4,3,4,3,2,2,,4,4,3,5,3,4,2,3,,3,2,2,4,2,3,2,3,2,4,4,4,4,2,1,4,4,4,3,2,4,4,2,1,19,1,male,right handed,no
5,4,5,1,1,1,1,1,5,4,3,2,1,2,5,5,2,1,2,1,1,5,4,2,1,5,2,2,5,5,1,1,5,2,1,2,5,3,3,3,5,4,4,5,3,3,2,2,5,1,3,1,4,4,5,3,5,2,1,3,2,2,4,1,5,1,2,5,1,4,5,4,4,2,4,2,4,2,4,2,4,2,3,3,4,3,3,5,4,3,3,4,3,3,4,3,3,2,4,2,23,1,female,right handed,no
5,3,5,4,5,4,3,4,4,3,2,3,2,2,3,4,3,5,2,2,2,3,4,5,2,5,5,3,2,4,2,3,5,3,5,4,2,3,1,2,3,2,1,3,2,3,3,3,1,1,3,3,3,3,3,4,3,1,1,3,5,3,3,1,5,4,4,4,5,3,2,3,3,3,3,4,5,3,4,2,3,4,3,3,4,4,2,4,2,3,3,4,4,1,4,5,3,4,3,4,20,1,female,right handed,no
